ticker,have_days,expected_days,missing_days,is_full,first_day,last_day,lookback_days,generated_at
LUNR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
LYEL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
LZ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
LZM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MAGN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MAMA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MASS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MATV,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MATW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MAX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MBC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MBLY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MBX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MCHB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MCW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MDB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MDXG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MEG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
META,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
METC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
METCB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MFIC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MIR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MIRM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MLKN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MLTX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MLYS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MNDY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MNMD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MNSO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MNTK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MODG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MOG.A,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MQ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MRNA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MRP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MRVI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MRX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MSDL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MTB.PRJ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MTUS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MXCT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
MZTI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NABL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NAGE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NAMS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NATL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NAUT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NBBK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NBIS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NCDL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NCNO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NECB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NIC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NKTX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NMG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NNDM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NOTV,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NPCE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NPWR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NRDS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NRGV,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NRIX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NTST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NU,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NUVB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NUVL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NVRI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NVTS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NVX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NXDR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NXDT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
NXT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OABI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OBDC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OBK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ODD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OGN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OKLO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OKUR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OLMA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OLPX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ONC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ONIT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ONL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ONON,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ONTF,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OPAL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OPEN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OPFI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ORKA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OSCR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OUST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
OWL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PACS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PATH,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PAX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PAY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PAYC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PAYO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PBR.A,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PCOR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PCT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PECO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PENG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PHIN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PHR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PHVS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PKST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PLTK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PLTR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PLYM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PMTS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PMVP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PONY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
POWW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PPTA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRAX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRCH,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRCT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRKS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRLD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRMB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRME,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRSU,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PRVA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PSFE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PSIX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PTLO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PUBM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PWP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
PX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QBTS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QQQI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QQQJ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QQQM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QQQY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QSI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QUBT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QXO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
QYLG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RAL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RAPP,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RBLX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RBRK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RDDT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RDNW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
REAX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RELY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RERE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
REXR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RGTI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RITM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RIVN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RKLB,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RKT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RLAY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RLX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RNST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RNW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ROIV,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
ROOT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RPID,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RRX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RSI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RSKD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RTO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RVTY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RXO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RXRX,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RXST,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RXT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RYAN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RYI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
RZLT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
S,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SAIC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SAM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SAN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SANA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SARK,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SARO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SBDS,84,86,2,true,2025-07-21,2025-11-14,180,2025-11-17T19:21:48.807677Z
SBET,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SDHC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEDG,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEER,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEM,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEMR,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEPN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SEZL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SGHC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SGI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SHBI,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SHC,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SHCO,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SHEL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SHLS,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SILA,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKE,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKIL,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKIN,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKLZ,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKWD,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKY,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKYT,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
SKYW,84,85,1,true,2025-07-22,2025-11-17,180,2025-11-17T19:21:48.807677Z
